PAYMENT_ID,POLICY_ID,PAYMENT_DATE,PAYMENT_AMOUNT,PAYMENT_METHOD,STATUS
PMT-POL188-12,POL188,2024-11-26,295.05,Check,Failed
PMT-POL154-1,POL154,2024-01-01,415.19,Credit Card,Failed
PMT-POL154-2,POL154,2024-04-01,415.19,Credit Card,Failed
PMT-POL154-3,POL154,2024-07-01,415.19,Check,Pending
PMT-POL154-4,POL154,2024-09-30,415.19,Check,Failed
PMT-POL184-1,POL184,2024-01-01,240.29,Bank Transfer,Pending
PMT-POL184-2,POL184,2024-01-31,240.29,Credit Card,Completed
PMT-POL184-3,POL184,2024-03-01,240.29,Bank Transfer,Pending
PMT-POL184-4,POL184,2024-03-31,240.29,Bank Transfer,Completed
PMT-POL184-5,POL184,2024-04-30,240.29,Check,Failed
PMT-POL184-6,POL184,2024-05-30,240.29,Check,Completed
PMT-POL184-7,POL184,2024-06-29,240.29,Credit Card,Pending
PMT-POL184-8,POL184,2024-07-29,240.29,Bank Transfer,Completed
PMT-POL184-9,POL184,2024-08-28,240.29,Bank Transfer,Completed
PMT-POL184-10,POL184,2024-09-27,240.29,Bank Transfer,Pending
PMT-POL184-11,POL184,2024-10-27,240.29,Bank Transfer,Completed
PMT-POL184-12,POL184,2024-11-26,240.29,Bank Transfer,Completed
PMT-POL144-1,POL144,2024-01-01,251.03,Credit Card,Failed
PMT-POL144-2,POL144,2024-01-31,251.03,Check,Pending
PMT-POL144-3,POL144,2024-03-01,251.03,Bank Transfer,Failed
PMT-POL144-4,POL144,2024-03-31,251.03,Credit Card,Failed
PMT-POL144-5,POL144,2024-04-30,251.03,Check,Failed
PMT-POL144-6,POL144,2024-05-30,251.03,Credit Card,Failed
PMT-POL144-7,POL144,2024-06-29,251.03,Check,Failed
PMT-POL144-8,POL144,2024-07-29,251.03,Check,Completed
PMT-POL144-9,POL144,2024-08-28,251.03,Check,Pending
PMT-POL144-10,POL144,2024-09-27,251.03,Credit Card,Failed
PMT-POL144-11,POL144,2024-10-27,251.03,Credit Card,Pending
PMT-POL144-12,POL144,2024-11-26,251.03,Check,Pending
PMT-POL180-1,POL180,2024-01-01,3651.61,Check,Completed
PMT-POL194-1,POL194,2024-01-01,282.43,Check,Failed
PMT-POL194-2,POL194,2024-01-31,282.43,Credit Card,Failed
PMT-POL194-3,POL194,2024-03-01,282.43,Bank Transfer,Pending
PMT-POL194-4,POL194,2024-03-31,282.43,Check,Completed
PMT-POL194-5,POL194,2024-04-30,282.43,Check,Failed
PMT-POL194-6,POL194,2024-05-30,282.43,Credit Card,Completed
PMT-POL194-7,POL194,2024-06-29,282.43,Credit Card,Pending
PMT-POL194-8,POL194,2024-07-29,282.43,Bank Transfer,Pending
PMT-POL194-9,POL194,2024-08-28,282.43,Check,Completed
PMT-POL194-10,POL194,2024-09-27,282.43,Bank Transfer,Failed
PMT-POL194-11,POL194,2024-10-27,282.43,Bank Transfer,Failed
PMT-POL194-12,POL194,2024-11-26,282.43,Check,Pending
PMT-POL161-1,POL161,2024-01-01,259.42,Check,Completed
PMT-POL161-2,POL161,2024-01-31,259.42,Check,Failed
PMT-POL161-3,POL161,2024-03-01,259.42,Bank Transfer,Failed
PMT-POL161-4,POL161,2024-03-31,259.42,Check,Completed
PMT-POL161-5,POL161,2024-04-30,259.42,Check,Failed
PMT-POL161-6,POL161,2024-05-30,259.42,Check,Pending
PMT-POL161-7,POL161,2024-06-29,259.42,Check,Completed
PMT-POL161-8,POL161,2024-07-29,259.42,Check,Failed
PMT-POL161-9,POL161,2024-08-28,259.42,Credit Card,Completed
PMT-POL161-10,POL161,2024-09-27,259.42,Bank Transfer,Failed
PMT-POL161-11,POL161,2024-10-27,259.42,Credit Card,Completed
PMT-POL161-12,POL161,2024-11-26,259.42,Check,Completed
PMT-POL196-1,POL196,2024-01-01,43.56,Check,Failed
PMT-POL196-2,POL196,2024-01-31,43.56,Credit Card,Failed
PMT-POL196-3,POL196,2024-03-01,43.56,Bank Transfer,Failed
PMT-POL196-4,POL196,2024-03-31,43.56,Credit Card,Completed
PMT-POL196-5,POL196,2024-04-30,43.56,Credit Card,Failed
PMT-POL196-6,POL196,2024-05-30,43.56,Credit Card,Completed
PMT-POL196-7,POL196,2024-06-29,43.56,Check,Pending
PMT-POL196-8,POL196,2024-07-29,43.56,Credit Card,Failed
PMT-POL196-9,POL196,2024-08-28,43.56,Bank Transfer,Completed
PMT-POL196-10,POL196,2024-09-27,43.56,Check,Completed
PMT-POL196-11,POL196,2024-10-27,43.56,Credit Card,Pending
PMT-POL196-12,POL196,2024-11-26,43.56,Credit Card,Completed
PMT-POL148-1,POL148,2024-01-01,3433.83,Bank Transfer,Pending
PMT-POL168-1,POL168,2024-01-01,226.88,Check,Pending
PMT-POL168-2,POL168,2024-01-31,226.88,Check,Pending
PMT-POL168-3,POL168,2024-03-01,226.88,Bank Transfer,Pending
PMT-POL168-4,POL168,2024-03-31,226.88,Bank Transfer,Failed
PMT-POL168-5,POL168,2024-04-30,226.88,Credit Card,Pending
PMT-POL168-6,POL168,2024-05-30,226.88,Credit Card,Failed
PMT-POL168-7,POL168,2024-06-29,226.88,Bank Transfer,Completed
PMT-POL168-8,POL168,2024-07-29,226.88,Credit Card,Failed
PMT-POL168-9,POL168,2024-08-28,226.88,Credit Card,Completed
PMT-POL168-10,POL168,2024-09-27,226.88,Bank Transfer,Pending
PMT-POL168-11,POL168,2024-10-27,226.88,Credit Card,Pending
PMT-POL168-12,POL168,2024-11-26,226.88,Bank Transfer,Pending
PMT-POL194-1,POL194,2024-01-01,245.12,Check,Failed
PMT-POL194-2,POL194,2024-01-31,245.12,Credit Card,Failed
PMT-POL194-3,POL194,2024-03-01,245.12,Bank Transfer,Pending
PMT-POL194-4,POL194,2024-03-31,245.12,Check,Completed
PMT-POL194-5,POL194,2024-04-30,245.12,Check,Failed
PMT-POL194-6,POL194,2024-05-30,245.12,Credit Card,Completed
PMT-POL194-7,POL194,2024-06-29,245.12,Credit Card,Pending
PMT-POL194-8,POL194,2024-07-29,245.12,Bank Transfer,Pending
PMT-POL194-9,POL194,2024-08-28,245.12,Check,Completed
PMT-POL194-10,POL194,2024-09-27,245.12,Bank Transfer,Failed
PMT-POL194-11,POL194,2024-10-27,245.12,Bank Transfer,Failed
PMT-POL194-12,POL194,2024-11-26,245.12,Check,Pending
PMT-POL198-1,POL198,2024-01-01,672.59,Check,Failed
PMT-POL198-2,POL198,2024-04-01,672.59,Credit Card,Failed
PMT-POL198-3,POL198,2024-07-01,672.59,Check,Pending
PMT-POL198-4,POL198,2024-09-30,672.59,Bank Transfer,Failed
PMT-POL148-1,POL148,2024-01-01,690.47,Bank Transfer,Pending
PMT-POL148-2,POL148,2024-04-01,690.47,Credit Card,Pending
PMT-POL148-3,POL148,2024-07-01,690.47,Check,Failed
PMT-POL148-4,POL148,2024-09-30,690.47,Check,Failed
PMT-POL157-1,POL157,2024-01-01,312.59,Check,Pending
PMT-POL157-2,POL157,2024-01-31,312.59,Bank Transfer,Pending
PMT-POL157-3,POL157,2024-03-01,312.59,Bank Transfer,Pending
PMT-POL157-4,POL157,2024-03-31,312.59,Bank Transfer,Completed
PMT-POL157-5,POL157,2024-04-30,312.59,Check,Completed
PMT-POL157-6,POL157,2024-05-30,312.59,Credit Card,Pending
PMT-POL157-7,POL157,2024-06-29,312.59,Bank Transfer,Failed
PMT-POL157-8,POL157,2024-07-29,312.59,Check,Pending
PMT-POL157-9,POL157,2024-08-28,312.59,Bank Transfer,Failed
PMT-POL157-10,POL157,2024-09-27,312.59,Check,Completed
PMT-POL157-11,POL157,2024-10-27,312.59,Bank Transfer,Failed
PMT-POL157-12,POL157,2024-11-26,312.59,Check,Pending
PMT-POL184-1,POL184,2024-01-01,58.02,Bank Transfer,Pending
PMT-POL184-2,POL184,2024-01-31,58.02,Credit Card,Completed
PMT-POL184-3,POL184,2024-03-01,58.02,Bank Transfer,Pending
PMT-POL184-4,POL184,2024-03-31,58.02,Bank Transfer,Completed
PMT-POL184-5,POL184,2024-04-30,58.02,Check,Failed
PMT-POL184-6,POL184,2024-05-30,58.02,Check,Completed
PMT-POL184-7,POL184,2024-06-29,58.02,Credit Card,Pending
PMT-POL184-8,POL184,2024-07-29,58.02,Bank Transfer,Completed
PMT-POL184-9,POL184,2024-08-28,58.02,Bank Transfer,Completed
PMT-POL184-10,POL184,2024-09-27,58.02,Bank Transfer,Pending
PMT-POL184-11,POL184,2024-10-27,58.02,Bank Transfer,Completed
PMT-POL184-12,POL184,2024-11-26,58.02,Bank Transfer,Completed
PMT-POL145-1,POL145,2024-01-01,1118.93,Bank Transfer,Completed
PMT-POL145-2,POL145,2024-04-01,1118.93,Bank Transfer,Pending
PMT-POL145-3,POL145,2024-07-01,1118.93,Check,Completed
PMT-POL145-4,POL145,2024-09-30,1118.93,Check,Pending
PMT-POL193-1,POL193,2024-01-01,202.24,Bank Transfer,Failed
PMT-POL193-2,POL193,2024-01-31,202.24,Credit Card,Pending
PMT-POL193-3,POL193,2024-03-01,202.24,Check,Completed
PMT-POL193-4,POL193,2024-03-31,202.24,Credit Card,Failed
PMT-POL193-5,POL193,2024-04-30,202.24,Bank Transfer,Pending
PMT-POL193-6,POL193,2024-05-30,202.24,Credit Card,Failed
PMT-POL193-7,POL193,2024-06-29,202.24,Bank Transfer,Completed
PMT-POL193-8,POL193,2024-07-29,202.24,Bank Transfer,Completed
PMT-POL193-9,POL193,2024-08-28,202.24,Credit Card,Failed
PMT-POL193-10,POL193,2024-09-27,202.24,Credit Card,Completed
PMT-POL193-11,POL193,2024-10-27,202.24,Check,Completed
PMT-POL193-12,POL193,2024-11-26,202.24,Check,Pending
PMT-POL184-1,POL184,2024-01-01,361.55,Bank Transfer,Pending
PMT-POL184-2,POL184,2024-01-31,361.55,Credit Card,Completed
PMT-POL184-3,POL184,2024-03-01,361.55,Bank Transfer,Pending
PMT-POL184-4,POL184,2024-03-31,361.55,Bank Transfer,Completed
PMT-POL184-5,POL184,2024-04-30,361.55,Check,Failed
PMT-POL184-6,POL184,2024-05-30,361.55,Check,Completed
PMT-POL184-7,POL184,2024-06-29,361.55,Credit Card,Pending
PMT-POL184-8,POL184,2024-07-29,361.55,Bank Transfer,Completed
PMT-POL184-9,POL184,2024-08-28,361.55,Bank Transfer,Completed
PMT-POL184-10,POL184,2024-09-27,361.55,Bank Transfer,Pending
PMT-POL184-11,POL184,2024-10-27,361.55,Bank Transfer,Completed
PMT-POL184-12,POL184,2024-11-26,361.55,Bank Transfer,Completed
PMT-POL173-1,POL173,2024-01-01,160.51,Credit Card,Pending
PMT-POL173-2,POL173,2024-01-31,160.51,Credit Card,Completed
PMT-POL173-3,POL173,2024-03-01,160.51,Credit Card,Pending
PMT-POL173-4,POL173,2024-03-31,160.51,Credit Card,Pending
PMT-POL173-5,POL173,2024-04-30,160.51,Check,Failed
PMT-POL173-6,POL173,2024-05-30,160.51,Check,Completed
PMT-POL173-7,POL173,2024-06-29,160.51,Credit Card,Completed
PMT-POL173-8,POL173,2024-07-29,160.51,Bank Transfer,Failed
PMT-POL173-9,POL173,2024-08-28,160.51,Check,Completed
PMT-POL173-10,POL173,2024-09-27,160.51,Credit Card,Pending
PMT-POL173-11,POL173,2024-10-27,160.51,Check,Completed
PMT-POL173-12,POL173,2024-11-26,160.51,Bank Transfer,Pending
PMT-POL171-1,POL171,2024-01-01,1171.27,Credit Card,Pending
PMT-POL171-2,POL171,2024-04-01,1171.27,Check,Completed
PMT-POL171-3,POL171,2024-07-01,1171.27,Credit Card,Pending
PMT-POL171-4,POL171,2024-09-30,1171.27,Credit Card,Completed
PMT-POL254-1,POL254,2024-01-01,410.94,Check,Pending
PMT-POL254-2,POL254,2024-04-01,410.94,Credit Card,Failed
PMT-POL254-3,POL254,2024-07-01,410.94,Credit Card,Failed
PMT-POL254-4,POL254,2024-09-30,410.94,Check,Pending
PMT-POL187-1,POL187,2024-01-01,92.9,Check,Completed
PMT-POL187-2,POL187,2024-01-31,92.9,Check,Pending
PMT-POL187-3,POL187,2024-03-01,92.9,Bank Transfer,Completed
PMT-POL187-4,POL187,2024-03-31,92.9,Check,Completed
PMT-POL187-5,POL187,2024-04-30,92.9,Check,Completed
PMT-POL187-6,POL187,2024-05-30,92.9,Check,Completed
PMT-POL187-7,POL187,2024-06-29,92.9,Credit Card,Completed
PMT-POL187-8,POL187,2024-07-29,92.9,Bank Transfer,Completed
PMT-POL187-9,POL187,2024-08-28,92.9,Check,Completed
PMT-POL187-10,POL187,2024-09-27,92.9,Bank Transfer,Pending
PMT-POL187-11,POL187,2024-10-27,92.9,Bank Transfer,Failed
PMT-POL187-12,POL187,2024-11-26,92.9,Bank Transfer,Completed
PMT-POL314-1,POL314,2024-01-01,152.86,Credit Card,Completed
PMT-POL314-2,POL314,2024-01-31,152.86,Bank Transfer,Completed
PMT-POL314-3,POL314,2024-03-01,152.86,Bank Transfer,Pending
PMT-POL314-4,POL314,2024-03-31,152.86,Credit Card,Pending
PMT-POL314-5,POL314,2024-04-30,152.86,Credit Card,Pending
PMT-POL314-6,POL314,2024-05-30,152.86,Check,Failed
PMT-POL314-7,POL314,2024-06-29,152.86,Check,Pending
PMT-POL314-8,POL314,2024-07-29,152.86,Check,Pending
PMT-POL314-9,POL314,2024-08-28,152.86,Check,Pending
PMT-POL314-10,POL314,2024-09-27,152.86,Bank Transfer,Failed
PMT-POL314-11,POL314,2024-10-27,152.86,Check,Failed
PMT-POL314-12,POL314,2024-11-26,152.86,Bank Transfer,Completed
PMT-POL187-1,POL187,2024-01-01,216.79,Check,Completed
PMT-POL187-2,POL187,2024-04-01,216.79,Check,Pending
PMT-POL187-3,POL187,2024-07-01,216.79,Bank Transfer,Completed
PMT-POL187-4,POL187,2024-09-30,216.79,Check,Completed
PMT-POL389-1,POL389,2024-01-01,114.52,Check,Completed
PMT-POL389-2,POL389,2024-01-31,114.52,Credit Card,Pending
PMT-POL389-3,POL389,2024-03-01,114.52,Credit Card,Completed
PMT-POL389-4,POL389,2024-03-31,114.52,Credit Card,Pending
PMT-POL389-5,POL389,2024-04-30,114.52,Credit Card,Pending
PMT-POL389-6,POL389,2024-05-30,114.52,Bank Transfer,Failed
PMT-POL389-7,POL389,2024-06-29,114.52,Check,Pending
PMT-POL389-8,POL389,2024-07-29,114.52,Credit Card,Pending
PMT-POL389-9,POL389,2024-08-28,114.52,Credit Card,Pending
PMT-POL389-10,POL389,2024-09-27,114.52,Check,Failed
PMT-POL389-11,POL389,2024-10-27,114.52,Check,Pending
PMT-POL389-12,POL389,2024-11-26,114.52,Check,Completed
PMT-POL281-1,POL281,2024-01-01,374.15,Credit Card,Pending
PMT-POL281-2,POL281,2024-01-31,374.15,Bank Transfer,Pending
PMT-POL281-3,POL281,2024-03-01,374.15,Credit Card,Failed
PMT-POL281-4,POL281,2024-03-31,374.15,Credit Card,Pending
PMT-POL281-5,POL281,2024-04-30,374.15,Bank Transfer,Completed
PMT-POL281-6,POL281,2024-05-30,374.15,Bank Transfer,Failed
PMT-POL281-7,POL281,2024-06-29,374.15,Check,Completed
PMT-POL281-8,POL281,2024-07-29,374.15,Check,Completed
PMT-POL281-9,POL281,2024-08-28,374.15,Check,Completed
PMT-POL281-10,POL281,2024-09-27,374.15,Bank Transfer,Completed
PMT-POL281-11,POL281,2024-10-27,374.15,Bank Transfer,Pending
PMT-POL281-12,POL281,2024-11-26,374.15,Check,Failed
PMT-POL392-1,POL392,2024-01-01,618.28,Bank Transfer,Failed
PMT-POL392-2,POL392,2024-04-01,618.28,Check,Completed
PMT-POL392-3,POL392,2024-07-01,618.28,Check,Failed
PMT-POL392-4,POL392,2024-09-30,618.28,Check,Failed
PMT-POL309-1,POL309,2024-01-01,99.81,Check,Completed
PMT-POL309-2,POL309,2024-01-31,99.81,Bank Transfer,Pending
PMT-POL309-3,POL309,2024-03-01,99.81,Bank Transfer,Completed
PMT-POL309-4,POL309,2024-03-31,99.81,Credit Card,Completed
PMT-POL309-5,POL309,2024-04-30,99.81,Credit Card,Failed
PMT-POL309-6,POL309,2024-05-30,99.81,Bank Transfer,Completed
PMT-POL309-7,POL309,2024-06-29,99.81,Bank Transfer,Failed
PMT-POL309-8,POL309,2024-07-29,99.81,Credit Card,Completed
PMT-POL309-9,POL309,2024-08-28,99.81,Credit Card,Completed
PMT-POL309-10,POL309,2024-09-27,99.81,Check,Failed
PMT-POL309-11,POL309,2024-10-27,99.81,Bank Transfer,Failed
PMT-POL309-12,POL309,2024-11-26,99.81,Bank Transfer,Failed
PMT-POL214-1,POL214,2024-01-01,1092.95,Check,Failed
PMT-POL214-2,POL214,2024-04-01,1092.95,Credit Card,Completed
PMT-POL214-3,POL214,2024-07-01,1092.95,Bank Transfer,Pending
PMT-POL214-4,POL214,2024-09-30,1092.95,Check,Completed
PMT-POL289-1,POL289,2024-01-01,1071.77,Credit Card,Completed
PMT-POL185-1,POL185,2024-01-01,122.6,Credit Card,Failed
PMT-POL185-2,POL185,2024-01-31,122.6,Bank Transfer,Completed
PMT-POL185-3,POL185,2024-03-01,122.6,Credit Card,Failed
PMT-POL185-4,POL185,2024-03-31,122.6,Check,Pending
PMT-POL185-5,POL185,2024-04-30,122.6,Credit Card,Failed
PMT-POL185-6,POL185,2024-05-30,122.6,Bank Transfer,Pending
PMT-POL185-7,POL185,2024-06-29,122.6,Credit Card,Pending
PMT-POL185-8,POL185,2024-07-29,122.6,Bank Transfer,Failed
PMT-POL185-9,POL185,2024-08-28,122.6,Check,Failed
PMT-POL185-10,POL185,2024-09-27,122.6,Check,Failed
PMT-POL185-11,POL185,2024-10-27,122.6,Bank Transfer,Completed
PMT-POL185-12,POL185,2024-11-26,122.6,Bank Transfer,Failed
PMT-POL343-1,POL343,2024-01-01,343.68,Check,Pending
PMT-POL343-2,POL343,2024-04-01,343.68,Bank Transfer,Failed
PMT-POL343-3,POL343,2024-07-01,343.68,Bank Transfer,Failed
PMT-POL343-4,POL343,2024-09-30,343.68,Bank Transfer,Failed
PMT-POL258-1,POL258,2024-01-01,91.45,Check,Failed
PMT-POL258-2,POL258,2024-01-31,91.45,Bank Transfer,Failed
PMT-POL258-3,POL258,2024-03-01,91.45,Credit Card,Completed
PMT-POL258-4,POL258,2024-03-31,91.45,Credit Card,Pending
PMT-POL258-5,POL258,2024-04-30,91.45,Credit Card,Pending
PMT-POL258-6,POL258,2024-05-30,91.45,Credit Card,Failed
PMT-POL258-7,POL258,2024-06-29,91.45,Bank Transfer,Completed
PMT-POL258-8,POL258,2024-07-29,91.45,Credit Card,Failed
PMT-POL258-9,POL258,2024-08-28,91.45,Check,Failed
PMT-POL258-10,POL258,2024-09-27,91.45,Credit Card,Completed
PMT-POL258-11,POL258,2024-10-27,91.45,Credit Card,Completed
PMT-POL258-12,POL258,2024-11-26,91.45,Bank Transfer,Completed
PMT-POL368-1,POL368,2024-01-01,4078.34,Bank Transfer,Pending
PMT-POL390-1,POL390,2024-01-01,213.26,Bank Transfer,Pending
PMT-POL390-2,POL390,2024-04-01,213.26,Check,Completed
PMT-POL390-3,POL390,2024-07-01,213.26,Check,Pending
PMT-POL390-4,POL390,2024-09-30,213.26,Check,Failed
PMT-POL196-1,POL196,2024-01-01,299.85,Check,Failed
PMT-POL196-2,POL196,2024-01-31,299.85,Credit Card,Failed
PMT-POL196-3,POL196,2024-03-01,299.85,Bank Transfer,Failed
PMT-POL196-4,POL196,2024-03-31,299.85,Credit Card,Completed
PMT-POL196-5,POL196,2024-04-30,299.85,Credit Card,Failed
PMT-POL196-6,POL196,2024-05-30,299.85,Credit Card,Completed
PMT-POL196-7,POL196,2024-06-29,299.85,Check,Pending
PMT-POL196-8,POL196,2024-07-29,299.85,Credit Card,Failed
PMT-POL196-9,POL196,2024-08-28,299.85,Bank Transfer,Completed
PMT-POL196-10,POL196,2024-09-27,299.85,Check,Completed
PMT-POL196-11,POL196,2024-10-27,299.85,Credit Card,Pending
PMT-POL196-12,POL196,2024-11-26,299.85,Credit Card,Completed
PMT-POL383-1,POL383,2024-01-01,207.55,Bank Transfer,Pending
PMT-POL383-2,POL383,2024-01-31,207.55,Credit Card,Failed
PMT-POL383-3,POL383,2024-03-01,207.55,Check,Completed
PMT-POL383-4,POL383,2024-03-31,207.55,Credit Card,Pending
PMT-POL383-5,POL383,2024-04-30,207.55,Credit Card,Completed
PMT-POL383-6,POL383,2024-05-30,207.55,Credit Card,Completed
PMT-POL383-7,POL383,2024-06-29,207.55,Check,Failed
PMT-POL383-8,POL383,2024-07-29,207.55,Bank Transfer,Completed
PMT-POL383-9,POL383,2024-08-28,207.55,Check,Failed
PMT-POL383-10,POL383,2024-09-27,207.55,Bank Transfer,Pending
PMT-POL383-11,POL383,2024-10-27,207.55,Check,Failed
PMT-POL383-12,POL383,2024-11-26,207.55,Credit Card,Completed
PMT-POL197-1,POL197,2024-01-01,289.24,Bank Transfer,Failed
PMT-POL197-2,POL197,2024-01-31,289.24,Check,Completed
PMT-POL197-3,POL197,2024-03-01,289.24,Credit Card,Pending
PMT-POL197-4,POL197,2024-03-31,289.24,Bank Transfer,Failed
PMT-POL197-5,POL197,2024-04-30,289.24,Bank Transfer,Failed
PMT-POL197-6,POL197,2024-05-30,289.24,Check,Completed
PMT-POL197-7,POL197,2024-06-29,289.24,Check,Completed
PMT-POL197-8,POL197,2024-07-29,289.24,Credit Card,Completed
PMT-POL197-9,POL197,2024-08-28,289.24,Check,Failed
PMT-POL197-10,POL197,2024-09-27,289.24,Credit Card,Pending
PMT-POL197-11,POL197,2024-10-27,289.24,Credit Card,Pending
PMT-POL197-12,POL197,2024-11-26,289.24,Bank Transfer,Failed
PMT-POL242-1,POL242,2024-01-01,318.38,Bank Transfer,Failed
PMT-POL242-2,POL242,2024-01-31,318.38,Bank Transfer,Pending
PMT-POL242-3,POL242,2024-03-01,318.38,Bank Transfer,Pending
PMT-POL242-4,POL242,2024-03-31,318.38,Credit Card,Completed
PMT-POL242-5,POL242,2024-04-30,318.38,Check,Failed
PMT-POL242-6,POL242,2024-05-30,318.38,Check,Failed
PMT-POL242-7,POL242,2024-06-29,318.38,Credit Card,Pending
PMT-POL242-8,POL242,2024-07-29,318.38,Credit Card,Failed
PMT-POL242-9,POL242,2024-08-28,318.38,Bank Transfer,Completed
PMT-POL242-10,POL242,2024-09-27,318.38,Check,Completed
PMT-POL242-11,POL242,2024-10-27,318.38,Check,Pending
PMT-POL242-12,POL242,2024-11-26,318.38,Credit Card,Pending
PMT-POL291-1,POL291,2024-01-01,597.05,Bank Transfer,Failed
PMT-POL291-2,POL291,2024-04-01,597.05,Credit Card,Pending
PMT-POL291-3,POL291,2024-07-01,597.05,Bank Transfer,Completed
PMT-POL291-4,POL291,2024-09-30,597.05,Credit Card,Pending
PMT-POL344-1,POL344,2024-01-01,260.19,Bank Transfer,Completed
PMT-POL344-2,POL344,2024-04-01,260.19,Check,Failed
PMT-POL344-3,POL344,2024-07-01,260.19,Credit Card,Failed
PMT-POL344-4,POL344,2024-09-30,260.19,Credit Card,Completed
PMT-POL280-1,POL280,2024-01-01,158.45,Check,Pending
PMT-POL280-2,POL280,2024-01-31,158.45,Bank Transfer,Failed
PMT-POL280-3,POL280,2024-03-01,158.45,Credit Card,Completed
PMT-POL280-4,POL280,2024-03-31,158.45,Credit Card,Pending
PMT-POL280-5,POL280,2024-04-30,158.45,Check,Failed
PMT-POL280-6,POL280,2024-05-30,158.45,Check,Pending
PMT-POL280-7,POL280,2024-06-29,158.45,Bank Transfer,Pending
PMT-POL280-8,POL280,2024-07-29,158.45,Credit Card,Pending
PMT-POL280-9,POL280,2024-08-28,158.45,Bank Transfer,Completed
PMT-POL280-10,POL280,2024-09-27,158.45,Credit Card,Completed
PMT-POL280-11,POL280,2024-10-27,158.45,Check,Completed
PMT-POL280-12,POL280,2024-11-26,158.45,Bank Transfer,Completed
PMT-POL348-1,POL348,2024-01-01,983.78,Bank Transfer,Pending
PMT-POL348-2,POL348,2024-04-01,983.78,Check,Failed
PMT-POL348-3,POL348,2024-07-01,983.78,Check,Failed
PMT-POL348-4,POL348,2024-09-30,983.78,Check,Failed
PMT-POL390-1,POL390,2024-01-01,215.92,Bank Transfer,Pending
PMT-POL390-2,POL390,2024-01-31,215.92,Check,Completed
PMT-POL390-3,POL390,2024-03-01,215.92,Check,Pending
PMT-POL390-4,POL390,2024-03-31,215.92,Check,Failed
PMT-POL390-5,POL390,2024-04-30,215.92,Bank Transfer,Pending
PMT-POL390-6,POL390,2024-05-30,215.92,Credit Card,Pending
PMT-POL390-7,POL390,2024-06-29,215.92,Check,Failed
PMT-POL390-8,POL390,2024-07-29,215.92,Credit Card,Pending
PMT-POL390-9,POL390,2024-08-28,215.92,Bank Transfer,Completed
PMT-POL390-10,POL390,2024-09-27,215.92,Bank Transfer,Completed
PMT-POL390-11,POL390,2024-10-27,215.92,Bank Transfer,Completed
PMT-POL390-12,POL390,2024-11-26,215.92,Credit Card,Failed
PMT-POL336-1,POL336,2024-01-01,1192.79,Credit Card,Failed
PMT-POL336-2,POL336,2024-04-01,1192.79,Check,Pending
PMT-POL336-3,POL336,2024-07-01,1192.79,Bank Transfer,Pending
PMT-POL336-4,POL336,2024-09-30,1192.79,Credit Card,Pending
PMT-POL235-1,POL235,2024-01-01,829.09,Credit Card,Failed
PMT-POL235-2,POL235,2024-04-01,829.09,Bank Transfer,Completed
PMT-POL235-3,POL235,2024-07-01,829.09,Check,Completed
PMT-POL235-4,POL235,2024-09-30,829.09,Check,Pending
PMT-POL211-1,POL211,2024-01-01,3577.84,Check,Failed
PMT-POL246-1,POL246,2024-01-01,261.33,Credit Card,Completed
PMT-POL246-2,POL246,2024-01-31,261.33,Check,Completed
PMT-POL246-3,POL246,2024-03-01,261.33,Check,Completed
PMT-POL246-4,POL246,2024-03-31,261.33,Check,Completed
PMT-POL246-5,POL246,2024-04-30,261.33,Check,Completed
PMT-POL246-6,POL246,2024-05-30,261.33,Credit Card,Completed
PMT-POL246-7,POL246,2024-06-29,261.33,Bank Transfer,Pending
PMT-POL246-8,POL246,2024-07-29,261.33,Check,Pending
PMT-POL246-9,POL246,2024-08-28,261.33,Check,Failed
PMT-POL246-10,POL246,2024-09-27,261.33,Check,Failed
PMT-POL246-11,POL246,2024-10-27,261.33,Check,Pending
PMT-POL246-12,POL246,2024-11-26,261.33,Bank Transfer,Failed
PMT-POL295-1,POL295,2024-01-01,187.23,Bank Transfer,Completed
PMT-POL295-2,POL295,2024-01-31,187.23,Check,Completed
PMT-POL295-3,POL295,2024-03-01,187.23,Credit Card,Completed
PMT-POL295-4,POL295,2024-03-31,187.23,Credit Card,Pending
PMT-POL295-5,POL295,2024-04-30,187.23,Bank Transfer,Failed
PMT-POL295-6,POL295,2024-05-30,187.23,Check,Failed
PMT-POL295-7,POL295,2024-06-29,187.23,Check,Pending
PMT-POL295-8,POL295,2024-07-29,187.23,Bank Transfer,Pending
PMT-POL295-9,POL295,2024-08-28,187.23,Bank Transfer,Completed
PMT-POL295-10,POL295,2024-09-27,187.23,Bank Transfer,Pending
PMT-POL295-11,POL295,2024-10-27,187.23,Credit Card,Failed
PMT-POL295-12,POL295,2024-11-26,187.23,Check,Failed
PMT-POL333-1,POL333,2024-01-01,276.39,Check,Pending
PMT-POL333-2,POL333,2024-01-31,276.39,Bank Transfer,Failed
PMT-POL333-3,POL333,2024-03-01,276.39,Bank Transfer,Pending
PMT-POL333-4,POL333,2024-03-31,276.39,Credit Card,Failed
PMT-POL333-5,POL333,2024-04-30,276.39,Check,Pending
PMT-POL333-6,POL333,2024-05-30,276.39,Credit Card,Completed
PMT-POL333-7,POL333,2024-06-29,276.39,Bank Transfer,Pending
PMT-POL333-8,POL333,2024-07-29,276.39,Bank Transfer,Completed
